id,sentimen,tweet
3281,1,kagak sih kan tiap kali ku tugas atau ujian yangbeb selalu soalny kalo ga siapa yg bisa ditanya2 dia mah kayak wikipedia berjalan semuamua tau aku mah apa atuh
3282,1,bukber 2015 6 bhe ex soko kapan gini lagi see you on top guys bukber reuni sokonandi sd muhammadiyah sokonandi
3283,1,cie yang temenan sama anak smp selamat yah
3284,1,nyaman dan cepat at krl commuter line httptcotcxluxncoi
3285,0,bentar lagi padahal pakai macet segala
3286,1,banyak yg paling kuingat pas mau bayar kuliah beberapa tahun lalu waktu pembayaran masih agak lama tapi kubilang 3 hari lagi deadline hanya karena ingin cepat nyusun jadwal beberapa jam kemudian beliau telpon kalo duitnya udah dikirim
3287,0,thread ini dipersembahkan oleh wanita yg permisif terhadap pelecehan yg dialami wanita lainnya dengan alasan kejadian seperti itu banyak terjadi dan ga yg mengadukan khanmaen
3288,0,sebenarnya orang itu yang katanya profesor gak bisa jawab jadi belagak congkak sok melempar jawaban ke yang lain untuk jawab
3289,1,selamat bertambah umurmu hans semoga jaya selalu dan kalau masih sms dapot mah langeng yah amin
3290,0,kalo foto profilku emg vulgar y ok gpp tp fotoku cuman selfie close up gitu seleher doang agak bawah dikit ngg keliatan dadanya sama sekali dan w pake kerudung
3291,1,olivia sama farel cocok sekali ï½ï½âï½ï½
3292,0,rejeki itu pas mau masuk parkiran diserobot mobil lain padahal jam2nya parkiran penuh maklum lah biar kalo yg kosong bisa dapet duluan eehh pas depan pintu masuk banget mobil lagi parkir mau keluar amp
3293,0,samaadiknya jg tuh si lita gw ga mau akrab2 lg coz mama gw benci bgt sm dia maklum mama gw sodara keluarganya keturunan saraf jd yah gitu kebanyakan yg jahat sialan dengki sm gw emg sodara mama gw
3294,0,tahun ini juga mau maksain kemaren mau mati gara2 cicilan harian 150rbhari cicilan lebaran 10rbhr dapetnya 3jt gw ikut 15biji beratnya krn gw dan istri usaha bareng namanya usaha pasang surut jadi blm mapan megapmegap dah
3295,1,gebbraakkaannjokowiahoklumayanbaik jga
3296,1,terimakasih papap terimakasih selalu terimakasih selalu siaga terimakasih selalu mencukupi terimakasih selalu memaklumi terimakasih selalu bersabar terimakasih selalu
3297,0,ini case yg kedua sebelumnya sy sempat kena tipu dan account saldo gopay sy hangus perlu peningkatan security lg spy g kejadian terus seperti ini
3298,1,pagi sayang love you ya
3299,0,wah keliatan gobloknya kalau bgtu bangsa kita masa waste system hanya tempat sampah dari jerman tolong gubwagub temuin mas sy sudah berikan konsep penanganan sampah scr integrated ke beliau rencana sy presentasikan
3300,1,seneng aja rasanya digodain anak sambil ngebayangin dia qasidahan dengan syair yang dia tweet kayak iklan yg lagi viral itu hahaha
3301,1,kan aku sayang kamu
3302,0,gimana ya caranya ngerubah instagram story viewers kok toxic people bisa di urutan pertama _ padahal buka ignya aja saya gapernah _
3303,1,novel aku tanpamu keren bangetaku suka banget sama gaya bahasa rudyey70 benarbenar menyentuh httptcoz8igumswyi
3304,1,selamat siang hati yang diabaikan
3305,0,ups ktauan deh kamu kepoin aku ya ini foto sudah lama aku anak puja
3306,0,ngaku nan iyukh malas sekali
3307,0,gerah perjalanan jauh
3308,0,baiknya gubernur anies baswedan dimosi tdk percaya biar lengser
3309,0,hihihi melabo stres ndu ini dek p dimana jdinya ngelanjut aku kangen kam lah x
3310,0,ih tidakkuat kalau desek sekali seseknya itu
3311,1,hapy birthday semoga mkin cantik mkin sukses lancar rezeki karir dan jodohnya enjoy your day
3312,0,mau kenapa dicubit u kebiasan kan kalau marah nga diread ih cubit nih
3313,1,hai selamat pagi menjelang siang semangat jalani hari jangan lupa awali hari dengan dss ya god bless u ingin memelukmu kali aja lagi dingin kangen juleha 3
3314,1,ya nanti pada satnya juga dapat kok alah kan maha baik
3315,0,apakah bisa di anggap saudara jika mreka akan membubarkan acara ustadz yg akan memberikan tausiah ilmu kpd kamimikir dikit napa
3316,1,hei remajabangkitlah dunia ini bukan hanya tentang cintaharga diri ataupun ketenarantapi tentang bagaimana kita berkaryaberinovasidan membangun negara ini
3317,1,terima kasih sudah memberi pelita pertelevisian dalam negeri walau sekarang banyak channel kiam gencar berusaha menyuguhkan tayangan gelap tapi kalian gak ikut2an
3318,0,sudahlah jangan saling tuding jangan memprovokasi orang lain untuk ribut karena sudah berlalu yang terlintas dipikiran yang mengaku aktivis adalah propaganda buat keributan terlebih mereka yang di luar kekuasaan tunggu
3319,0,bpip tdk pentingnyabpip cuma mmberi tempat kpd tokoh bangsatempat terhormatbpip tdk penting hidupkan peljaran budi pekertippkn dan pmpcukup utk bekal esok
3320,0,dan bukan yg bilang koalisi tanpa syarat lalu koar2 gak akan bagi2 jatah menteri kenyataan bahkan parpol2 yg semula non koalisipun dibedol dg dikasih jbtn menteri
3321,1,terima kasih nyipit2in mata matanya sipit sederhana lucu juga ya salam hehe
3322,1,terima kasih mommy jesica atas kepercayaan kepada untuk treatment selama kehamilan nya semoga sehat dan lancar semua yaa mom
3323,0,hadoh pagi pagi suru naik buswayy dan ngantri betapa penuhnyaa
3324,1,jadi beberapa hari ini si dia kasihan lihat saya dirumah main sama si mungil terus akhirnya bilang kamu nggak belanja kemudian mikir keras belanja apa beli baju lebaran kata dia simplylife
3325,0,sombong kamu semua
3326,0,saya kecewa atau kita dipaksa golput presiden ri kok takut sm fpidivhumas_polri
3327,1,oke ditungu yah iya deksay nanti aku folback
3328,1,hai kabarku baik kamu x
3329,1,halohaa selamat siang denise udah pulang sekolah belum nih jangan lupa makan siang ya oh iya gimana udah sehatan kan kamu kalo emang masih kurang sehat ya banyakin istirahat aja sekarang kk selalu nunggu kok tweet dari k
3330,0,rizkyandroid tau nih telkomsel akhir ini abal banget
3331,0,gak pernah dan gak akan pernah percaya sama aplikasi macem itu kayak yang baca artikel terus dapet duit juga itu kita masukin data pribadi dan no rek juga kan bahaya gak sih jangan mudah tergiur sama halhal gini deh
3332,0,tidakkuat nyamuknya jahat jahat â¹
3333,0,walah tambah seram _ terserah kamu sudah lemparlemaribesi
3334,1,lintasan waktu danilla 2017 nci panutanq keliatan true colornya disini tp gue suka banget kayaknya rada2 keinspirasi sama mac demarco lagu2nya dan emg enak banget ga heran kmrn jadi nominee ica tp sayang saingannya album2 pop w suka entah ingin kemana laguland aa
3335,0,yaelah cuma beb2an saja lagi kalau cowok saya beb2an tapi saya tahu itu cuma temenan saya coba ngerti kenapa sih kamu dendam sangat sama saya
3336,0,mhn maaf smua beliau itu pemimpin low biarkan dia bekerja semua pemimpin pasti pencitraan contoh nya banyak tp biarkan mereka bekerja apapun yg terjadi krn sdh jd pemimpin sebab nilai sang pencipta lebih hakiki
3337,1,alhamdulillahatas kepercayaan klien psikotes calon karyawan nya berjalan lancar biro psikologi talenta aditama banjarmasin
3338,1,mantap buat joget pagi2 mah d â stay stay stay by at rukan arta gading â
3339,0,gak usah heran buyg buat kebijakan dan jdi presiden skrg satu partaimu bersama pemimpin partai sang nyonya besar
3340,0,telkomsel lagi lemot2e o
3341,1,selamat pagi hari jumat
3342,1,alhamdulillah sekarang kurma bukan hanya bisa di panen di tanah arab saudi tetapi juga bisa di panen di pekanbaru riau
3343,1,yang saya inginkan di acara 86netmedia dari dulu di kota ku tim patroli ginian dan sekarang kesampaian akhirnya polres tuban punya tim macan ronggolawe buat patroli sudut2 hehee terimakasih bapak2 polisi
3344,1,terima kasih junior cantik get well soon kaka cantik d mulihin badan dulu yang abis minum obat
3345,0,oh iya bay de wey jd sekalian nih 1 kl blm mapan jangan kawin 2 kl mau idup enak belajar manage duit yg bener pesan ini disampaikan oleh pria 24th beranak 2 brb kill myself
3346,0,yg mau turun gunung jawab dulu nih diem diem bae
3347,1,mencuci termos ala orang malas isi penuh dgn air mendidih tutup rapat 30 menit buang airnya isi termos dgn air es termos dapat digunakan lagi seperti biasa
3348,1,saya baik kali run
3349,0,sering jd bahan diskusi kita mlht kondisi indonesia bbrapa thn terakhir ini utamanyasbg warga negara yg peduli thdp situasi yg dirasakn klo mlht latar blkg pdidikn sy bpk akan tahu sdri
3350,0,apan si aneh âï½_ï½ kenapa apanya yang kenapa nah sekarang kenapa saya bisa kaya gini kenapa kenapa d
3351,1,untuk para sahabat dan guru pakarkomunikasi neniyulianita dr ani dan teman teman akademisi selamat milad fikom_unisba ke 35 semoga lulusan fikom unisba semakin berkualitas
3352,0,sekelas bikin bete kaya eq
3353,0,doi liat tadinya mau di bersihin ama doi tapi tidakenak kali ama yang lain
3354,1,foto favorit sering sekali jadi dp di b ï awet juga jadi p di fesbuk suka
3355,1,tahukah kamu bahwa saat itu papa memejamkan matanya dan menahan gejolak dan batinnya bahwa papa sangat ingin mengikuti keinginanmu tapu lagilagi dia harus menjagamu
3356,0,saya lelah saya bosan saya jenuh
3357,1,sama ear biscuits kalo mau random2 99 invisible for architecture and design podcast oh jangan lupa dengerin ibu ibu yacult di spotify itu lucubangetwajibdenger
3358,0,akunku sudah dihapus pengen main lagi nanti deh kalo udah bisa merhatiin perintilan lain selain kuliah anaknya munetan liat notif grup numpuk dikit aja kudu dibuka makanya mending leave sekalian kok curhat
3359,1,pln emang paling hebatt ðµð²ðð pic â httpstcoedmlwoaxrg
3360,0,rtrtrtrt bibietsukamto_p ya ampun pakai indosat lemot sekali
3361,0,istirahat lah ki saya capai lelah letih untuk semua ini
3362,1,mayoritas kakakkakaknya dateng sepulang kerja masih pakai pakaian kerja terus kebayang gitu 2 tahun lagi aamiin di posisi itu ternyata saya udah sebesar itu
3363,0,ternyata barcode di buku bts sma gue halaman kelasnya nurbabaiti xii ipa 3pojok kanan atas itu produknya parah banget
3364,1,ok fix selesai 100 persen bye bye bye harapan indah thks all team semoga cepat dapat proyek baru aminn
3365,1,orang oldmoney dateng ke kandang pakaiannya sederhana cuma kaos oblong dan celana training mau juga keliling kandang buat milih sapi tapi sekali transaksi mencapai 3 m yang epic lagi beliau orangnya taat ibadah dan royal punya anak masih gadis nga pak
3366,1,no no no jangan gitu dongss tiap org tu punya pesonanya masing2 mungkin kamu menganggap dirimu tydack cantik tp orang mengganggap kamu cantik dr sudut perspektif mereka cantik tu ga mesti dari luar uwu
3367,0,itu lah bodoh mu bong disuruh baca tidak mau baca pbb cikal bakalnya dari masyumi pbb keluarga besar bulan bintang masyumi dasar bong200
3368,0,sumpah hari ini sial sekali main ls ketemunya leger semua
3369,1,happy anniversary 15 bulan ya sayang semoga allah swt mengasih kita rezeki yg banyak biar kita bisa cepat naik ke pelaminan menjadi keluarga sakinah mawadah warohmah
3370,1,tampan sekali ya ï½ a semangat lagi ini mah ntonyaï½ ï½ hey rio dewanto
3371,1,yang pasti ramadhan adalah bulannya milad al quran krn kita tidak tahu pasti kapan tanggal mulai diturunkannya wahyu dari allah swt memlalui malaikatnya kepada nabi muhammad saw
3372,1,makasih cayang kamu juga semangat ia cemangat baby semangat bab perang di mulai p
3373,0,evaluasi dikit boleh x ya buat yg terlalu sering nyinyirin ttg masalalu negara bangun coi kita hidup di era kemunduran kemerosotan moral coi gimana caranya kita bangkit dari masalalu bukan sibuk ataupun asik mengkritisi masalalu tanpa memikirkan kewajiban didepan mata
3374,0,iya bener kak waktu setahun skip minum obat itu dia ikut saran keluarganya ke pengobatan alternatif dukun makanya malah tambah parah dan pas balik ke rs jiwa untuk berobat lagi baru ketahuan kalau dia kena skizo
3375,1,tadi ahsan ganteng bnget sexy pas keringet haha iya ga miratunisaanis
3376,0,yg disebut bro ini mau menyindir tapi ngga tau kalau yg disindir memang lagi menjalankan tugasnya itulah fungsi orangorang dpr banyakin belajar deh sebelum nyindir
3377,1,sunda kelapa alhamdulillah abis tarawih di masjid agung sunda kelapa nikmat sekali 23 rekaat tapi nikmat karena bacaan imamnya mantap ini masjid persembahan gubernur ali sadinin utk masyarakat jakarta yuk coba tarawih di sini pak gub dan pak wagub
3378,1,sayangg wkwk aku mau ngakak kamu jahat banget astaga masa anak kamu sendiri kamu katain tetep cakep tau dia tuhh alis kamu juga malah bisa buat jalan kutu waktu itu p akhirnya ternyata yg berpandapat dia mirip alm jonghyun juga yaa
3379,0,mau nanya dong tadi saya paketin internet berbagi itu saya pikir utk orang lain tapi malah paket saya yg aktif ini bagaimana ya klo begini saya rugi padahal sy mau ngirim ke adik saya
3380,1,waktunya android masuk salon biar makin kece
3381,1,tranquility base hotel casino arctic monkeys 2018 hampir serupa sama album am yg kemaren lagu2nya intimidating sama seducing tp yg sekarang vibe nya 70s italian vampire gangster wkwk w suka four out of five batphone sm golden trunks
3382,0,napa ya kebanyakan orang kalo gak dibales atau late rep pasti nanya udah punya pacar ya udah taken y elah pacar mulu di otaknya sbl w
3383,1,ka tesa cantik sekali sumpah3
3384,0,yesornoforyou pengen kurus
3385,0,hahah asal wifi juga dy lah enak yg uda punya kerjaan mah bisa ngisi waktu sama kerja apa kabar dengan aku yang nganggur pas liburan
3386,1,enak sih tidakkerasa macem orang lagi tidakpuasa saja begitu 3
3387,1,congratulations alyarizkypematasarii runner up ii kategori c cewek indonesianmodelhunt sasana kriya ballroom tmii
3388,1,cinta anugerah maha esa kita corak kita gubah kita dirikan seperti impian yang kita kejari semoga bersama hingga ke akhir nanti terima kasih cinta kita kan bersama terima kasih cinta buat selamanya
3389,1,sayang nanti malam aku kirim ya kuesionernya
3390,0,sabtu mahal ah tidakada duit
3391,1,selamat makan with at piza hut mal metropolitan pic â
3392,0,krn jujur ga lg2 dihina remehin hina sodaraw dari pihak mama gwada sepupu setan dengkii smua si lina gw sumpahin segera mampus sok kaya belagu merasa kaya bgt kali norak ga lama lg kebongkar dia tipu2annya mau liatin aja bakal seterusnya sukses dia ahahhah najisin tuh sepupu
3393,1,gua juga cuma fokus ngeliatin sambil iya sayang iya iya i love you too udah jangan ketawa terus nggak usah malu malu gitu kamu emang cantik
3394,0,ini udah masuk ke proses penjualan tapi pas dibuka detail ko malah gini apakah produk sedang diproses atau diproses tgl 11
3395,1,rasanya gak pernah bosen denger suara rosa setiap denger dia nyanyi berasa makin sayang sama dia pengen yang terbaik buat dia yaampun gak pernah sesayang ini sama idola kaya sekarang ke dia love her so much
3396,0,itulah dpr kt bodoh dipelihara bungfadjroel ini orang2 anggota dpr ngawur aja crew mengumumkan berkali2 pakai bahasa indonesia
3397,0,seandainya 2019 jokowi kalah sdh dipastikan hti bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit semua politik balas dendam bangkit yg minoritas ditekan mending memisahkan diri dari nkri untuk itu harus 2019tetapjokowi
3398,1,oldmoneygakngerasain pasang rautan pensil yg cerminnya di sepatu buat ngintipin celana dalam temen sekolah cewek
3399,0,mudik kali ini bawaan lumayan banyak karena banyak baju yang dulu beli di cirebon harus dibawa pulang karena sekarang udah ga muat di badan lol
3400,1,balik lagi kesetiaan dan cinta itu diuji ketika yang sakit hehe aku ngeliat sayangnya papa itu pas ngeliat papa yang ga capenya ngurusin nenek kakek pas sakit huhu berlinang ngomongin papa itu sekalisekali tapi ga bisa ngga nangis hoho
3401,0,aduh mti lmpu lm bgt nich gr2 dkt rmh kabel yang kbkar bpk pln tlong bnrin dunx masa udah byr lstrk mhal tp pelayananny kurng miris
3402,1,aslinya pontianak tinggal di semarang kak im a big fan of small towns and old shop seneng bgt karna banyak itu di bandung diary heehehe
3403,1,cuma karna dia gambarin karakter anime yang dia bilang sifatnya mirip gua dan ngeliatin matahari sore berdua di belakang sekolah gua bisa sekelepek kelepek itu dulu
3404,1,saat kecilmobil blm bisa smp rmh hanya di ujung gang saat pulang malam dr luar kota dan aku ketiduran ayah sering tak membangunkanku tp menggendongku sampai rmhbahkan smp aku sd
